Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering
0.188790815,41.0280142,-0.005544797,0.476836348,-776.0800072,6.516060155,-0.000696791,-0.28345718,-0.1481144
0.190755292,41.05240012,-0.005594301,0.47651421,-776.4440475,6.327259514,-0.000673333,-0.285241123,-0.148853566
0.192697456,41.07677119,-0.005643076,0.476190641,-776.8083575,6.138440523,-0.000649119,-0.287022749,-0.14957571
0.19461663,41.10112743,-0.005691117,0.475865693,-777.1729781,5.949586954,-0.000651404,-0.288805373,-0.150283148
0.196512212,41.12546884,-0.00573842,0.475539415,-777.5378232,5.760742891,-0.000665027,-0.290587565,-0.150981563
0.198383599,41.14979543,-0.005784984,0.475211858,-777.9029314,5.571883153,-0.000672699,-0.292363647,-0.151659989
0.200230266,41.17410721,-0.005830808,0.474883071,-778.2683537,5.382994872,-0.000667571,-0.294144652,-0.152319653
0.202051838,41.19840418,-0.005875892,0.474553099,-778.6340001,5.194116794,-0.000664146,-0.295922606,-0.152972638
0.203847914,41.22268635,-0.005920234,0.47422199,-778.9999106,5.00522328,-0.000675151,-0.29769215,-0.153606757
0.205618109,41.24695372,-0.005963834,0.473889788,-779.3661362,4.816305062,-0.000691876,-0.29946747,-0.154215098
0.20736223,41.27120632,-0.006006687,0.473556539,-779.7325824,4.627401193,-0.000693583,-0.301238977,-0.154800809
0.209080198,41.29544414,-0.006048786,0.473222286,-780.0993431,4.438462515,-0.000673393,-0.303005083,-0.155366824
0.210771908,41.3196672,-0.006090119,0.472887075,-780.4663321,4.249545376,-0.000659879,-0.304775489,-0.155913604
0.212437197,41.34387552,-0.006130674,0.472550951,-780.8335848,4.060613884,-0.000690592,-0.306533626,-0.156441718
0.214075861,41.3680691,-0.006170437,0.472213959,-781.2011483,3.871651763,-0.000734241,-0.30828565,-0.156948553
0.215687695,41.39224797,-0.006209393,0.471876145,-781.5689343,3.682724649,-0.000737867,-0.310048704,-0.157425609
